FAM_Product_Name,FAM_Restaurant_Location_Name,Vendor_Name,Vendor_Item_Code,Vendor_Item_Description,Vendor_UOM,Inventory_UOM,Pack_qty,Size_qty,Size_UOM,Last Purchased Date,Last Purchased Price ($)
"Dry Goods, Mayonnaise, Heavy",Lea James Hot Chicken,"JAKES, INC.",MAYO02,MAYONNAISE HEAVY DUTY,ea,,1,1,gallon,2/17/25,10.88
,Lea James Hot Chicken,GORDON FOOD SERVICES,693911,MAYONNAISE HVY DUTY 4-1GAL KE,cs,ea,4,1,gal,11/26/24,35.9
"Dry Goods, MAYONNAISE  HVY PLST SHLF",Lea James Hot Chicken,US Foods,9189275,MAYONNAISE  HVY PLST SHLF,cs,ea,4,1,gal,8/26/24,84.17
"Dry Goods, Mayonnaise, Heavy",Lea James Hot Chicken,US Foods,6328157,MAYONNAISE  XHVY PLST JUG SHLF,ea,,1,1,gal,7/2/25,15.44
"Dry Goods, Mayonnaise, Heavy",Lea James Hot Chicken,US Foods,7329113,MAYONNAISE  XHVY PLST JUG SHLF,ea,,1,1,gal,6/4/24,14.07
"Dry Goods, Mayonnaise, Heavy",Lea James Hot Chicken,RESTAURANT DEPOT,48001265301,MAYO REAL HELLMNS GAL,ea,,1,1,gal,4/1/25,21.99
"Dry Goods, Mayonnaise, Heavy",Lea James Hot Chicken,RESTAURANT DEPOT,48001265400,MAYO XHVY HELLMANN,ea,,1,1,gallon,5/20/25,22.74
Dry Food. Lemon Pepper,Lea James Hot Chicken,RESTAURANT DEPOT,52100010793,MCOR LEMON PEPPER,oz,,1,168,oz,3/28/25,12.32
"N/A Bev, DRINK SODA COLA COKE MEX GLS",Lea James Hot Chicken,RESTAURANT DEPOT,49000044225,MEXICAN COKE,case,ea,24,335,ml,3/10/25,38.11
"Produce, Cilantro, Micro",Lea James Hot Chicken,Chefs Produce,1095,MICRO CILANTRO,cs,,1,4,oz,5/1/24,16.5
"Dairy, Milk, Whole",Lea James Hot Chicken,"JAKES, INC.",MLK051,MILK 2% GALLONS,cs,ea,4,1,gal,5/23/25,22.92
"Dairy, Milk, Whole",Lea James Hot Chicken,"JAKE'S, INC.",MLK051,MILK 2% GALLONS,cs,ea,4,1,gal,5/26/25,22.92
"Dry Goods, Condensed Milk,  Sweetened",Lea James Hot Chicken,"JAKES, INC.",BKSP16,MILK CONDENSED SWEETENED LA,ea,,24,14,oz,4/30/24,85.42
"Dry Goods, Evaporated Milk",Lea James Hot Chicken,"JAKES, INC.",BSP118,MILK EVAPORATED,cs,,24,12,oz,4/30/24,35.14
"Dairy, Milk, Whole",Lea James Hot Chicken,RESTAURANT DEPOT,41900076382,MILK WHL GAIVOF GAL,cs,ea,4,1,gal,4/29/25,17.44
"Dairy, Milk, Whole",Lea James Hot Chicken,RESTAURANT DEPOT,370441,MILK WHL GAL/OF GAL,gal,gal,4,1,gallon,4/22/25,17.44
,Lea James Hot Chicken,US Foods,761940,MILK  WHL PSTRD RBST FREE D A,cs,,4,1,gal,5/27/24,23.58
,Lea James Hot Chicken,US Foods,761940,MILK  WHL PSTRD RBST FREE D A,cs,ea,4,1,gal,8/26/24,25.7
,Lea James Hot Chicken,US Foods,5330766,MILK  WHL PSTRD RBST FREE D A,cs,ea,18,3.2,fl,6/4/24,36
"Dairy, Milk, Whole",Lea James Hot Chicken,"JAKES, INC.",MLK060,MILK WHOLE GALLONS,cs,ea,4,1,gal,6/9/25,25.59
"Dairy, Milk, Whole",Lea James Hot Chicken,"JAKE'S, INC.",MLK060,MILK WHOLE GALLONS,cs,ea,4,1,gallon,6/2/25,23.16
"Dairy, Milk, Whole",Lea James Hot Chicken,US Foods,MLK060,MILK WHOLE GALLONS,cs,ea,4,1,gal,7/2/25,23.88
,Lea James Hot Chicken,Chefs Produce,7500,MILK WHOLE | OAK FARMS,cs,ea,4,1,gallon,2/19/24,26
"Dessert, King Cake",Lea James Hot Chicken,CB Commissary LLC,016D,Mini King Cake RASP Deco,ea,,1,1,ct,3/29/25,0.93
"Dry Goods, Ranch Dressing, Mix, Dry",Lea James Hot Chicken,US Foods,DRES37,MIX DRESSING RANCH DRY,cs,ea,24,16.9,oz,6/30/25,40.29
"Dry Goods, Ranch Dressing, Mix, Dry",Lea James Hot Chicken,"JAKES, INC.",DRES37,MIX DRESSING RANCH DRY HV 1,ea,ea,18,3.2,oz,5/20/25,40.29
"Dry Goods, Ranch Dressing, Mix, Dry",Lea James Hot Chicken,"JAKE'S, INC.",DRES37,MIX DRESSING RANCH DRY HV 1 GAL,cs,ea,18,3.2,oz,5/9/25,40.29
,Lea James Hot Chicken,TEXAS FINESS,187330_XC8957038,Morita Chilli,cs,,1,1,lb,4/22/24,1.75
,Lea James Hot Chicken,TEXAS FINESS,187330_XC8957039,Mulato Chilli,cs,,1,1,,4/22/24,1.75
"Dry Goods, Mustard, Creole",Lea James Hot Chicken,"JAKES, INC.",MUST16,MUSTARD CREOLE 443135,ca,each,4,1,gal,5/23/25,19.86
"Dry Good, MUSTARD CREOLE 443135",Lea James Hot Chicken,"JAKE'S, INC.",MUST16,MUSTARD CREOLE 443135,cs,each,4,1,gal,3/24/25,20.6
"Dry Goods, Mustard, Creole",Lea James Hot Chicken,US Foods,MUST16,MUSTARD CREOLE 443135,ea,,1,1,gal,6/16/25,19.86
,Lea James Hot Chicken,US Foods,2653012,NAPKIN BEV BLK 9.5X9.5 2 PLY,case,,4,250,each,4/24/24,42.01
"N/A Bev, WATER PLST BTL CLR TWIST CAP",Lea James Hot Chicken,RESTAURANT DEPOT,27541009095,NIAGARA WATER,cs,ea,32,1,ea,4/15/25,3.75
"N/A Bev, Water, Still, Bottles",Lea James Hot Chicken,RESTAURANT DEPOT,1220319,"NIAGARA WATER .5LTR, 32ct",cs,ea,32,0.5,ltr,4/22/25,3.75
"Non Con, GLOVES NITRILE LG BLK PF",Lea James Hot Chicken,Jorge Garza,58897_XC10981188,Nitrile Glove | 10|100ct,cs,ea,10,100,ct,12/30/24,42.9
Non Con. Nitrile Gloves,Lea James Hot Chicken,Jorge Garza,58897_XC10447743,Nitrile Glove | 10|100ctXL,cs,ea,10,100,ct,2/11/25,42.9
"Non Con, GLOVES NITRILE LG BLK PF",Lea James Hot Chicken,Jorge Garza,58897_XC10105250,NITRILE GLOVE | 10|100CT XL,cs,ea,10,100,ct,2/4/25,42.9
"Dry Goods, Oil, Canola, Clear, Frying",Lea James Hot Chicken,US Foods,OIL027,OIL CANOLA CLEAR FRY,cs,,1,35,lb,7/2/25,29.18
"Dry Goods, Oil, Canola, Clear, Frying",Lea James Hot Chicken,"JAKES, INC.",OIL027,OIL CANOLA CLEAR FRY,cs,,1,35,lb,6/9/25,29.18
"Dry Goods, Oil, Canola, Clear, Frying",Lea James Hot Chicken,"JAKE'S, INC.",OIL027,OIL CANOLA CLEAR FRY,cs,,1,35,lb,5/26/25,29.18
"Dry Goods, Oil, Canola, Salad",Lea James Hot Chicken,"JAKES, INC.",OILS28,OIL CANOLA CLEAR SALAD OIL,cs,,1,35,lb,6/4/25,44.01
"Dry Goods, Oil, Canola, Salad",Lea James Hot Chicken,US Foods,OILS28,OIL CANOLA CLEAR SALAD OIL,each,,1,35,lb,6/23/25,44.01
"Dry Goods, Oil, Canola, Salad",Lea James Hot Chicken,"JAKE'S, INC.",OILS28,OIL CANOLA CLEAR SALAD OIL,cs,,1,35,lb,4/28/25,42.14
,Lea James Hot Chicken,US Foods,2328722,"OIL, CNOLA TFF SALAD",cs,ea,2,17.5,lb,9/10/24,47.29
,Lea James Hot Chicken,US Foods,162123,OIL  OLIV TRUFL W ARTFC FLVRD,cs,,1,250,ml,9/10/24,11.09
"Dry Goods, Oil, Canola, Salad -v",Lea James Hot Chicken,GORDON FOOD SERVICES,393843,OIL SALAD CANOLA NT,cs,ea,6,1,gal,11/26/24,60.47
"Dry Goods, Olive and Truffle Oil",Lea James Hot Chicken,"JAKES, INC.",400471,"Oil, TRUFFLE WHITE ASARO",cs,,1,8.5,fl,5/20/25,15.36
"Produce, Onion Bulb",Lea James Hot Chicken,Sellers Bros,66870_XC8952008,ONION BULB M,cs,,1,1,ea,4/27/24,0.75
,Lea James Hot Chicken,US Foods,1326438,"ONION,  GRN TRIMD ICELS FRESH",cs,,1,2,lb,9/10/24,26.97
,Lea James Hot Chicken,US Foods,1326436,"ONION, GRN TRIRD ICELS FRESH 2 LB",cs,lb,4,2,lb,8/8/24,5.8
"Produce, Onions, Red",Lea James Hot Chicken,US Foods,4326690,"ONION, RED JHB FRESH REF BAG",case,,1,25,lb,7/29/24,32.33
"Produce, Onions, Green, wt",Lea James Hot Chicken,"JAKES, INC.",PR8167,ONIONS GREEN EACH BAG,ea,,1,2,lb,6/9/25,12.55
"Produce, Onions, Green, wt",Lea James Hot Chicken,"JAKE'S, INC.",PR8167,ONIONS GREEN EACH BAG,bag,,1,2,lb,6/2/25,12
"Produce, Onions, Green, wt",Lea James Hot Chicken,US Foods,PR8167,ONIONS GREEN EACH BAG,bag,,1,2,lb,6/16/25,12.55
"Produce, Onions, Green, wt",Lea James Hot Chicken,US Foods,PR1411,ONIONS GREEN ICELESS CASE,cs,ea,4,2,lb,6/27/25,31.73
,Lea James Hot Chicken,Chefs Produce,214,ONIONS GREEN ICELESS|I I 4|12CT CS,cs,each,4,12,ct,1/11/24,52
,Lea James Hot Chicken,Chefs Produce,8358,ONIONS RED JULIENNE,cs,,1,1,ea,1/3/24,2.5
"Produce, Onions, Red",Lea James Hot Chicken,Chefs Produce,737,ONIONS RED MEDIUM,cs,,1,25,lb,11/14/23,16.14
,Lea James Hot Chicken,Chefs Produce,210,ONIONS RED MEDIUM,cs,,1,25,lb,1/5/24,27.75
"Produce, Onion, White, Jumbo",Lea James Hot Chicken,Chefs Produce,746,ONIONS WHITE JUMBO,lb,,1,1,lb,4/23/24,1.84
"Produce, Onion, White, Jumbo",Lea James Hot Chicken,Chefs Produce,745,ONIONS WHITE JUMBO,cs,,1,50,lb,5/1/24,27.57
"Produce, Onion, Yellow, Collossal",Lea James Hot Chicken,"JAKES, INC.",PR1400,ONIONS YELLOW COLOSSAL,cs,,1,50,lb,5/23/25,21.72
,Lea James Hot Chicken,Chefs Produce,202,ONIONS YELLOW JUMBO,cs,,1,50,pound,12/23/23,29.75
,Lea James Hot Chicken,Chefs Produce,753,ONIONS YELLOW JUMBO,each,,1,50,lb,9/28/23,1.03
,Lea James Hot Chicken,US Foods,8326696,ONION  YLW JMB 3 + BAG FRESH,cs,,1,50,lb,8/26/24,24.89
,Lea James Hot Chicken,US Foods,4821458,"ONION, YLW JMB BULK FRESH REF",case,,1,5,lb,5/24/24,11.59
,Lea James Hot Chicken,Jorge Garza,58897_XC8307556,Orange,lb,,1,1,lb,8/28/24,37
,Lea James Hot Chicken,Chefs Produce,764,ORANGES NAVELS FANCY,cs,,88,1,ct,2/5/24,24.65
,Lea James Hot Chicken,Chefs Produce,1287,ORANGES VALENCIA FANCY,cs,,1,88,ct,10/13/23,25.63
"Produce, ORANGES VALENCIA FANCY",Lea James Hot Chicken,Chefs Produce,1286,ORANGES VALENCIA FANCY,cs,each,88,1,count,8/23/23,42.75
"Chemicals, Cleaner, Floor Detergent",Lea James Hot Chicken,RESTAURANT DEPOT,13041,ORANGE THUNDER,ea,,1,1,gal,4/22/25,35.49
,Lea James Hot Chicken,FAM Group ,2480,OTHER,,,1,1,,11/5/23,3515.68
,Lea James Hot Chicken,RESTAURANT DEPOT,8.28E+11,PALMOLIVE ULTRA BL 145Z,case,,1,145,oz,9/24/24,22.65
,Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,PAN S|TBL 1|2DP SUNSET,cs,,1,1,ea,3/28/25,10.36
,Lea James Hot Chicken,RESTAURANT DEPOT,7.61E+11,PAN S|TBLE FL DP SUNSET,cs,ea,1,1,each,5/20/25,19.11
,Lea James Hot Chicken,US Foods,9357567,PAN  STMTBL FOIL 1 2 2.5 DEEP,cs,,1,100,each,11/17/23,41.77
,Lea James Hot Chicken,US Foods,6656623,"PAN,STMTBL FOOIL FULL SZ",cs,,1,40,each,4/11/23,107.15
"Non Con, Basket Liners",Lea James Hot Chicken,US Foods,DELP69,PAPER DELI RED CHECK 12X12,cs,,1,1000,ct,7/2/25,23.16
"Non Con, Basket Liners",Lea James Hot Chicken,"JAKES, INC.",DELP69,PAPER DELI RED CHECK 12X12 WA,cs,ea,1000,1,count,6/9/25,23.16
"Non Con, Basket Liners",Lea James Hot Chicken,"JAKE'S, INC.",DELP69,PAPER DELI RED CHECK 12X12 WA,ea,,1,1000,ct,6/2/25,23.16
"Dry Goods,  Spice, Paprika, Powder",Lea James Hot Chicken,Jorge Garza,58897_XC5296039,Paprika 120ASTA,case,,1,1,lb,3/18/25,4.79
"Dry Goods, PAPRIKA FINEST",Lea James Hot Chicken,"JAKE'S, INC.",BSPI74,PAPRIKA FINEST,cs,each,3,5,lb,7/29/24,45.54
"Dry Goods, Pasta, Cavatappi",Lea James Hot Chicken,"JAKE'S, INC.",SPAG21,Pasta Capattapy,cs,ea,2,10,lb,2/28/25,35.43
,Lea James Hot Chicken,GORDON FOOD SERVICES,177951,PASTA CAVATAPPI,cs,lb,2,10,lb,11/26/24,33.25
"Dry Goods, Pasta, Cavatappi",Lea James Hot Chicken,"JAKES, INC.",SPAG21,PASTA CAVATAPPI MACARONI CURL,cs,ea,2,10,lb,3/18/25,35.43
"Dry Goods, Pasta, Cavatappi",Lea James Hot Chicken,"JAKE'S, INC.",1023018,PASTA CAVATAPPI TWISTED,ea,ea,2,10,lb,6/2/25,35.23
"Dry Goods, Pasta, Cavatappi",Lea James Hot Chicken,"JAKES, INC.",1023018,"PASTA CAVATAPPI TWISTED 1.38""",ea,ea,2,10,lb,6/9/25,35.23
,Lea James Hot Chicken,US Foods,6328801,PASTA  CAVATP SHLF STABL,cs,each,2,5,lb,3/12/24,19.44
"Dry Goods, Pasta, Cavatappi",Lea James Hot Chicken,US Foods,1023018,PASTA  CAVATP TWSTD 1.38  RAW,case,lb,2,10,lb,7/2/25,35.23
,Lea James Hot Chicken,US Foods,9327651,PASTA  MAC ELBW HVY WALL SHLF,cs,,2,10,lb,3/15/24,33.77
"Dry Goods, Sauce, Chile Sambal",Lea James Hot Chicken,"JAKE'S, INC.",ORSA18,PASTE CHILTFRSH GRND SAUCE,ea,ea,1,1,gal,6/2/25,25.87
"Produce, Cabbage, Red, Shredded",Lea James Hot Chicken,RESTAURANT DEPOT,3.02E+11,PD CABB RED SHRD,ea,,1,10,lb,4/29/25,8.84
"Produce, Cabbage, Red, Shredded",Lea James Hot Chicken,RESTAURANT DEPOT,50622,PD CABB RED SHRD,cs,,1,5,lb,4/22/25,8.84
"Produce, Carrot, Shredded",Lea James Hot Chicken,RESTAURANT DEPOT,50624,PD CARROT SHRED 5#,bag,,1,5,lb,4/22/25,6.57
"Produce, Carrot, Shredded",Lea James Hot Chicken,RESTAURANT DEPOT,17923001168,PD CARROT SHRED 5#,bag,ea,1,5,lb,4/29/25,6.57
"Produce, Celery Stalks, Fresh",Lea James Hot Chicken,RESTAURANT DEPOT,7.41E+12,PD CELERY 5CT,bag,ea,5,1,ea,4/1/25,6.25
"Produce, Celery Stalks, Fresh",Lea James Hot Chicken,RESTAURANT DEPOT,40090,PD CELERY BAG 5CT 1|1.55,cs,,1,5,ct,4/22/25,6.75
"Produce, Garlic, White, Whole Cloves",Lea James Hot Chicken,RESTAURANT DEPOT,6.80E+11,PD GARLIC ASIANPLD,cs,,1,5,lb,4/1/25,16.59
"Produce, Collard Greens, Fresh, By Weight",Lea James Hot Chicken,RESTAURANT DEPOT,28764000456,PD GRNS COLLARD,cs,,1,2.5,lb,5/13/25,7.99
"Produce, Collard Greens, Fresh, By Weight",Lea James Hot Chicken,RESTAURANT DEPOT,2876400045,PD GRNS COLLARD,cs,ea,4,2.5,lb,4/15/25,9.53
"Produce, Collard Greens, Fresh, By Weight",Lea James Hot Chicken,RESTAURANT DEPOT,42312,PD GRNS COLLARD,ea,ea,4,2.5,lb,4/22/25,29.22
"Produce, Lemon Juice",Lea James Hot Chicken,RESTAURANT DEPOT,8.97E+11,PD JCE LEMON 5GAL,cs,,1,5,gal,4/2/25,7.38
"Produce, Lemon Juice",Lea James Hot Chicken,RESTAURANT DEPOT,430288,PD JCE LEMON .5GAL,ea,,1,0.5,gal,4/22/25,7.38
,Lea James Hot Chicken,RESTAURANT DEPOT,2876400126,PD KALE CHOPPED,cs,,1,5,lb,3/19/25,6.82
"Produce, Kale, Green, Fresh, by Count",Lea James Hot Chicken,RESTAURANT DEPOT,20600425195,PD KALE GREEN 24CT,unit,,1,24,ct,4/29/25,25.29
"Produce, Kale, Green, Fresh, by Count",Lea James Hot Chicken,RESTAURANT DEPOT,8.14E+12,PD KALE GREEN 24CT,cs,,1,24,count,5/13/25,24.02
"Produce, Kale, Green, Fresh, by Count",Lea James Hot Chicken,RESTAURANT DEPOT,42519,PD KALE GREENS,cs,,1,1,ea,4/22/25,26.59
"Produce, Salad Mix, Kale, Shredded",Lea James Hot Chicken,RESTAURANT DEPOT,28764000661,PD KALE SALAD,cs,,1,2.5,lb,3/10/25,10.81
"Produce, Lettuce, Romaine",Lea James Hot Chicken,RESTAURANT DEPOT,43858,PD LETT ROMAINE HT,cs,,1,1,count,5/28/25,4.4
"Produce, Onions, Green, wt",Lea James Hot Chicken,RESTAURANT DEPOT,8.14E+11,PD ON GRN ICELESS,cs,,1,4,lb,4/29/25,10.1
"Produce, Shallots, Peeled, Fresh",Lea James Hot Chicken,RESTAURANT DEPOT,53408,PD SHALLOT FRESH,cs,,1,8,lb,5/28/25,58.44
"Produce, Green Cabbage, Fresh, by Count",Lea James Hot Chicken,RESTAURANT DEPOT,20600800169,PDU GREEN 2CT,cs,ea,3,1,count,4/29/25,7.22
,Lea James Hot Chicken,Chefs Produce,2671,PEACHES CALI 2 LYR,cs,,56,1,ct,11/27/23,78.5
,Lea James Hot Chicken,Buckhead Meat & Seafood OF HOUSTON,120765_XC46813,PECAN,cs,ea,11,1,ea,5/28/24,32
,Lea James Hot Chicken,MJ Sweet and Cake,101841_XC45982,PECAN,cs,,1,1,each,7/5/24,32
,Lea James Hot Chicken,MJ Sweet and Cake,101841_XC55488,Pecan Cake,cs,,1,1,ea,8/16/24,32
,Lea James Hot Chicken,MJ Sweet and Cake,101841_XC33843,Pecan Cake,cs,,1,1,ea,9/6/24,32
"Dessert, Pecan Bundt Cake",Lea James Hot Chicken,MJ Sweet and Cake,101841_XC10776472,Pecan Upside Down Cake,each,,1,8,piece,6/24/25,32
"Produce, Shallots, Peeled, Fresh",Lea James Hot Chicken,Jorge Garza,58897_XC6055645,Peeled Shallot,case,,1,5,lb,12/23/24,18.75
"Dry Goods, Chipotle Peppers, Can",Lea James Hot Chicken,RESTAURANT DEPOT,74234951124,PEPPER CHIPOTLE SH,cs,,1,28,oz,5/20/25,5.95
"Dry Goods, Chipotle Peppers, Can",Lea James Hot Chicken,US Foods,9081829,PEPPER CHPTLE HOT WHL IMP,cs,each,12,7,oz,12/31/24,20.93
"Dry Goods, Black Pepper, Ground",Lea James Hot Chicken,Jorge Garza,58897_XC10447736,Peppercorn | Black,cs,,1,1,lb,12/23/24,7.95
,Lea James Hot Chicken,Jorge Garza,58897_XC10850135,"# Peppercorn | Black VAC""""""",lb,,1,1,lb,12/30/24,7.95
"Produce, PEPPERS HABANERO ORANGE",Lea James Hot Chicken,Chefs Produce,460,PEPPERS HABANERO ORANGE,cs,,1,8,lb,4/24/23,41.5
,Lea James Hot Chicken,Chefs Produce,824,PEPPERS HABNRO ORANG,lb,,1,1,lb,5/1/24,12.95
"Produce, Peppers, Red",Lea James Hot Chicken,"JAKES, INC.",PR1568,PEPPERS RED FRESNO 10,cs,,1,10,lb,5/23/25,95.37
,Lea James Hot Chicken,Chefs Produce,840,PEPPERS SERRANO,cs,,1,1,,5/1/24,5.44
Pepsi Cups,Lea James Hot Chicken,Pepsi Cups ,5120,PEPSI CUPS,cs,,1,1,ea,11/20/23,1.65
"Non Con, Picks, Bamboo",Lea James Hot Chicken,"JAKES, INC.",TOPK19,"PICK KNOT 4"" BAMBOOV",ea,,10,100,count,4/30/24,34.65
,Lea James Hot Chicken,US Foods,4957767,PICKLE  DILL CC CHIP,ca,,1,5,gallon,12/31/24,23.87
"Dry Goods, Pickle, DIll, Slices",Lea James Hot Chicken,US Foods,PICK41,PICKLE DILL SLCD,cs,,1,5,gal,7/2/25,26.2
,Lea James Hot Chicken,GORDON FOOD SERVICES,159275,"PICKLE DILL SLCD 1|8"" C|C",cs,,1,5,gallon,11/26/24,26.96
"Dry Goods, Pickle, DIll, Slices",Lea James Hot Chicken,"JAKE'S, INC.",PICK41,PICKLE DILL SLCD KK HVY PACK,cs,,1,5,gallon,5/9/25,26.2
"Dry Goods, Pickle, DIll, Slices",Lea James Hot Chicken,"JAKES, INC.",PICK41,PICKLES DILL SLCD KK HVY PACK,ea,,1,5,gal,6/9/25,26.2
,Lea James Hot Chicken,RESTAURANT DEPOT,71675502038,PICKLE SLIC BAYOU 5GAL,cs,ea,1,5,gallon,9/24/24,30.63
,Lea James Hot Chicken,Chefs Produce,3093,PINEAPPLE GOLBEN,cs,,5,1,count,12/18/23,26.25
,Lea James Hot Chicken,US Foods,1775758,"PLATE, PLYST 10.25"" BLK 1 CMPT",cs,,8,44,pk,12/5/23,67.98
,Lea James Hot Chicken,US Foods,1767185,"PLATE, PLYST 6"" BLK 1 CMPT RND144 EA",cs,,1,144,ea,4/24/24,25.89
"Protein, Pork Belly, Diced, Hickory Smoked",Lea James Hot Chicken,US Foods,4450799,PORK  DCD BELLY HCKRY SMKD CKD,lb,lb,4,2.5,lb,12/31/24,6.38
,Lea James Hot Chicken,US Foods,7375512,POTATO  FF 1 4  SSTRG BTRD FZN,ca,,6,4.5,lb,6/7/24,43.91
,Lea James Hot Chicken,US Foods,7575512,"POTATO, FF 1|4"" SSTRG BTRD FZN6|4.E LB",cs,,6,4.5,lb,6/7/24,43.91
,Lea James Hot Chicken,US Foods,7772031,"POTATO, FF 3|8"" SC BTRD FZN",case,bag,6,5,lb,9/5/24,36.65
,Lea James Hot Chicken,US Foods,1375526,"POTATO FF 3/8"" SC BTRD TFF",case,each,6,5,lb,8/8/24,36.65
,Lea James Hot Chicken,Jorge Garza,58897_XC10298814,PoundsBeets |Red,case,,1,1,,9/30/24,1.49
"Produce, TOMATILLOS BULK",Lea James Hot Chicken,Jorge Garza,58897_XC10850133,Pounds ===== Fresh Tomatillo | Peeled,lb,,1,1,lb,12/2/24,1.49
"Produce, CABBAGE GREEN SHREDDED",Lea James Hot Chicken,Jorge Garza,58897_XC10484616,Pounds Green Cabbage |,lb,,1,1,lb,10/21/24,0.89
"Produce, CABBAGE GREEN SHREDDED",Lea James Hot Chicken,Jorge Garza,58897_XC5566395,"Pounds Green Cabbage |Local""""",pound,,1,1,pound,2/25/25,0.89
"Produce, Carrot, Shredded",Lea James Hot Chicken,Jorge Garza,58897_XC10484618,Pounds=====Shredded Carrot,lb,,1,1,lb,10/21/24,2.79
"Produce, Potatoes, Golden Yukons",Lea James Hot Chicken,Jorge Garza,58897_XC10850137,Pounds === Yukon Gold Potato,lb,,1,1,lb,12/2/24,1.29
"Produce, CABBAGE GREEN SHREDDED",Lea James Hot Chicken,RESTAURANT DEPOT,30223014515,PROD CABBAGE SHRED 5LB,ea,,1,5,lb,4/10/25,7.63
"Produce, Onions, Green, wt",Lea James Hot Chicken,RESTAURANT DEPOT,40138,PROD GRN ONION 2 LB,bag,,1,4,lb,5/28/25,10.1
"Produce, Shallots, Peeled, Fresh",Lea James Hot Chicken,RESTAURANT DEPOT,6.46E+11,PROD SHALOT DRY 8C,bag,,1,1,lb,5/20/25,7.73
,Lea James Hot Chicken,MJ Sweet and Cake,101841_XC61112,PUDDING BANANA.,cs,,1,1,ea,10/4/24,4
,Lea James Hot Chicken,ACE MART,XCG-101,PURCHASE SUMMARY,,,,,,4/13/23,157.22
,Lea James Hot Chicken,Flower & Cream,XCG-101,PURCHASE SUMMARY,,,,,,8/30/24,67.5
,Lea James Hot Chicken,"JAKES, INC.",XCG-101,PURCHASE SUMMARY,,,,,,12/19/23,64.03
,Lea James Hot Chicken,FAM Group ,XCG-101,PURCHASE SUMMARY,,,,,,12/17/23,4183.99
,Lea James Hot Chicken,"JAKE'S, INC.",xcg-101,PURCHASE SUMMARY,,,,,,5/22/24,31.33
,Lea James Hot Chicken,Pereyda Produce,xcg-101,PURCHASE SUMMARY,,,,,,4/30/24,105.57
,Lea James Hot Chicken,Lovett Commercial ,XCG-101,PURCHASE SUMMARY,,,,,,12/17/23,4893.55
,Lea James Hot Chicken,G & A ,XCG-101,PURCHASE SUMMARY,,,,,,12/17/23,4700.1
,Lea James Hot Chicken,RESTAURANT DEPOT,68274669316,PURE LIFE 35PK .5LTR,case,ea,35,500,ml,4/29/25,5.39
"Dairy, Cream, Heavy",Lea James Hot Chicken,Jorge Garza,58897_XC11484063,Qt Heavy Cream 40% | Hiland,cs,,1,1,qt,3/24/25,5.43
,Lea James Hot Chicken,Jorge Garza,58897_XC10447742,QtHeavy Cream 40%|Hiland'.....,cs,,1,1,quart,10/15/24,5.67
,Lea James Hot Chicken,Chefs Produce,1254,RADISHES RED BULK,lb,,1,1,lb,4/23/24,2.47
"Produce, Raspberries, Fresh",Lea James Hot Chicken,Chefs Produce,4056,RASPBERRIES DRISCOLLS,cs,,12,6,oz,5/1/24,50.75
,Lea James Hot Chicken,Chefs Produce,225,RASPBERRIES DRISOLLS,cs,,12,6,oz,9/2/23,8.05
produce red cabbage,Lea James Hot Chicken,Jorge Garza,58897_XC3683168,Red Cabbage,cs,,1,1,lb,2/25/25,1.29
"Produce, Grapes, Red",Lea James Hot Chicken,Jorge Garza,58897_XC11070069,Red Grape S|L Mex 184,cs,,1,18,lb,12/30/24,50.5
"Produce, Onions, Red",Lea James Hot Chicken,Jorge Garza,58897_XC7505960,Red Onion,ea,,1,25,lb,3/24/25,19
,Lea James Hot Chicken,Lovett Commercial ,2430,RENT,,,1,1,,10/29/23,2713.26
,Lea James Hot Chicken,Lovett Commercial ,6410,RENT PAYABLE,ea,,1,1,,7/2/23,5292.18
"Non Con, Register Printer Ribbon, Black and Red",Lea James Hot Chicken,"JAKES, INC.",ROLP51,RIBBON REGISTER BLACK AND RED,cs,ea,6,1,count,6/10/25,30.99
"Dry Goods, Crackers, Ritz",Lea James Hot Chicken,RESTAURANT DEPOT,1090094,RITZ CRACK PARTY 27.4Z,cs,,1,27.4,oz,4/17/25,9.04
"Dry Goods, Crackers, Ritz",Lea James Hot Chicken,RESTAURANT DEPOT,44000058326,RITZ PARTY PACK,ea,ea,6,27.4,oz,5/20/25,50.07
"Dry Goods, ROLL  BRIOC WHT 4  RND SLCD",Lea James Hot Chicken,US Foods,9826017,ROLL  BRIOC WHT 4  RND SLCD,cs,each,8,2.3,oz,6/2/23,41.1
"Dry Goods, ROLL BRIOC YLW 3.5 Z 4.5 CKD",Lea James Hot Chicken,US Foods,9738801,ROLL  BRIOC YLW 3.5 Z 4.5  CKD,case,ea,6,12,each,10/16/23,40.71
,Lea James Hot Chicken,US Foods,2083245,ROLL  HMBGR BRIOC YLW 2.5 Z 4,cs,each,12,8,each,6/6/23,50.62
"Non Con, Paper Roll, 3ply",Lea James Hot Chicken,"JAKES, INC.",ROLP53,"ROLL REG I PLY 3"" WHT 76MMX16",ea,,1,30,roll,6/10/25,34.56
"Produce, TOMATOES ROMA RED",Lea James Hot Chicken,Jorge Garza,58897_XC9299989,Roma Tomato,lb,,1,1,lb,12/2/24,1.69
